,label,area,intensity_mean,axis_major_length,axis_minor_length,eccentricity,centroid-0,centroid-1,base_name
0,3,299.0,438.1705685618729,22.283739753166817,17.091942176386937,0.6416302665644993,78.04682274247492,395.5652173913044,PMW941_NHS_001
1,4,303.0,437.9372937293729,23.486807540888027,16.5232958812048,0.7106814855908493,195.85148514851485,703.2112211221122,PMW941_NHS_001
2,5,452.0,446.28982300884957,28.185718502344738,20.473374277874065,0.6872996078653812,158.4004424778761,702.4424778761062,PMW941_NHS_001
3,6,357.0,435.7282913165266,22.500729992490317,20.258931056749027,0.43512982105705933,110.72549019607843,729.7002801120448,PMW941_NHS_001
4,7,543.0,432.76611418047884,28.60286089351176,24.191683569638094,0.533534254429212,162.95948434622468,241.81031307550646,PMW941_NHS_001
5,8,448.0,430.75669642857144,24.879025434596844,23.03287404264781,0.3780262745972811,86.78794642857143,814.28125,PMW941_NHS_001
6,9,452.0,434.4911504424779,24.406224605119508,23.64724962428806,0.24744319941366608,133.608407079646,803.5,PMW941_NHS_001
7,10,548.0,427.5729927007299,27.480210692633147,25.481433802558428,0.3744060281074454,190.2189781021898,529.8357664233577,PMW941_NHS_001
8,11,332.0,445.0903614457831,22.14592242192761,19.152158641083922,0.5020880984364515,125.46385542168674,651.394578313253,PMW941_NHS_001
9,12,302.0,429.5960264900662,20.964284513841253,18.60527939637466,0.4608557691134887,72.92384105960265,194.43046357615893,PMW941_NHS_001
10,13,423.0,434.11347517730496,25.109543637425976,21.469953188157298,0.5185430707567151,93.12293144208037,790.5721040189126,PMW941_NHS_001
11,14,197.0,430.0507614213198,19.520467375322518,12.884023805353468,0.7512424052764171,207.49238578680203,765.263959390863,PMW941_NHS_001
12,15,189.0,440.95238095238096,16.30191587789653,14.773320887917235,0.42278034743557225,130.40740740740742,431.67195767195767,PMW941_NHS_001
13,17,475.0,439.14105263157893,31.07566361412965,19.48679841992806,0.778958194300438,57.99578947368421,744.3684210526316,PMW941_NHS_001
14,18,640.0,430.20625,32.221641983247174,25.447110569590077,0.6134260870527968,188.0828125,559.18125,PMW941_NHS_001
15,19,349.0,432.75358166189113,22.120539981897068,20.148058112375196,0.4127810084501348,71.34957020057307,175.54441260744986,PMW941_NHS_001
16,20,355.0,447.9718309859155,23.003088866672297,19.7397298494707,0.5134259906270622,106.21408450704226,677.2366197183098,PMW941_NHS_001
17,21,234.0,435.46153846153845,25.009378485875214,12.7635964277187,0.8599653620578593,127.5042735042735,879.4358974358975,PMW941_NHS_001
18,22,298.0,428.06040268456377,23.80299967322194,16.011801707413383,0.7399335267264239,160.58053691275168,203.6778523489933,PMW941_NHS_001
19,23,357.0,432.0980392156863,26.25738478585863,17.315956216071935,0.7517309264890588,158.96918767507003,172.65266106442576,PMW941_NHS_001
20,24,310.0,429.15806451612906,21.69843779035025,18.235806088050648,0.5419352694369534,122.33225806451613,832.558064516129,PMW941_NHS_001
21,25,222.0,441.9054054054054,17.426418554314242,16.264896741208887,0.358975267006089,114.1891891891892,497.85135135135135,PMW941_NHS_001
22,26,187.0,441.27272727272725,15.991279897941812,14.887111985219155,0.3651419021353942,112.85026737967914,552.8395721925134,PMW941_NHS_001
23,27,455.0,434.48571428571427,31.321780732454563,18.744596434351877,0.8011583267074524,70.95604395604396,263.2021978021978,PMW941_NHS_001
24,28,151.0,437.0794701986755,16.521601606366513,11.665023586286726,0.7081651974455425,150.86754966887418,479.2582781456954,PMW941_NHS_001
25,29,369.0,428.43631436314365,22.125385726179807,21.24287390991599,0.27961174566676733,54.61788617886179,451.0162601626016,PMW941_NHS_001
26,30,190.0,446.06315789473683,17.011315495570095,14.312684201214493,0.5404711076533059,148.3684210526316,638.2421052631579,PMW941_NHS_001
27,31,294.0,446.7312925170068,20.393784031919672,18.396442080261586,0.43160806538860724,153.22448979591837,766.2278911564625,PMW941_NHS_001
28,32,373.0,436.7882037533512,23.454923043838708,20.320339230845022,0.4994250356931942,175.57372654155495,822.4048257372655,PMW941_NHS_001
29,33,256.0,439.2890625,19.05497284784773,17.163727935468618,0.4343421590702451,145.0390625,846.8984375,PMW941_NHS_001
30,34,230.0,433.03478260869565,17.784576230567357,16.5007498684073,0.37304718364493467,80.41304347826087,467.4478260869565,PMW941_NHS_001
